Show,Text
Beatles Love,100% awesome.  If you like the Beatles this show touches on a lot of the big hits and brings back the memories.  It makes get the feels when you listen to the music and watch these performers do what they do!
Beatles Love,Not a fan of acrobatic shows but I loved this.  Disclaimer:  I am a huge Beatles fan from way back.  I found the music and the performances very enchanting and emotional. How could anyone not like it?  Get your tickets in the second tier for the best view but almost no bad seats so dont waste money on the top price ticket.  As they say All you need is Love.
Beatles Love,"Great show. Great show. I dont think Id recommend it for an epileptic because of all of the flashes, or for children because of the F-BOMB. But all others this is a good show, great watch"
Beatles Love,"Cirque du Soleil did it again! We had a great time at this show last night! The sound system was awesome and it really bought this experience to life for us. 

Ive seen 5 or so other Cirque shows and this one by far had the most beautiful stage/props. It was truly beautiful. The music was great and they used it to set a really great mood for the audience on the 75 minute journey on which they take you. 

What really makes these shows most spectacular for me is the acrobatics. I love the death defying stunts! They had some in this show but not as many as some others Ive been to. So the -1 star is totally due to my personal desire to have seen more acrobatics. 

I can assure you that you will not be disappointed if you see Love. Cirque to Soleil never ceases to impress me! 

Go see it!"
Beatles Love,"Id agree with a lot of the other reviews. If you are a Beatles fan like I am its a must see and youll love it. 
Other reviews said its a lot more dancing and less aerobatics than other cirque shows. This having been the only cirque show Ive seen I cant confirm that but I suspected it to be true. It reminded me more of a musical with some aerobatics in the background. 

All that being said, I had a wonderful time because I so enjoy the music of the Beatles. The costumes were great, the selection of music was very good, with some interesting mashups. (Within you without/tomorrow never knows as an example)


My personal preference for Beatles music tends to be Rubber Soul onwards and to the best of my recollection other than two songs (I want to Hold Your Hand, Help!), every song was from that album or subsequent.

I think its 5/5 for a Beatles fan. I just put 4/5 since its also a cirque du soleil show and maybe some people who are fans of cirque but not necessarily fans of the Beatles might not be blown away."
Beatles Love,"I was honestly surprised to see mixed reviews on Yelp for this show...but to each his/her own. Me? Im a Cirque junkie. Ive been astonished and entertained at every show that I have attended...and Love was no different.

The combination of acrobatics, outstanding dancing, visual effects, costumes and...of course...music...kept me entertained for the entire show. As with any other Cirque De Soleil production, there is usually a lot going on at one time and its hard to figure out where to focus ones attention.

So many talented people working together in this round, unusual theater at the Mirage. The only issue is that theres one exit from the theater and the mass exodus takes a while to get through,"
Beatles Love,"So fun!!

Pros:
- If you are a fan of Beatles music, you will really enjoy the show. They performed to all the classics
- That theater is amazing. We sat towards the top of the first section (the mezzanine was closed), and it didnt matter. We still got an awesome view of the entire stage. The theater was built so it would be a great view from wherever you sit!
- Seats were comfortable
- Show was super entertaining. It was a nice mix of dancing, acrobatics and a few performances - the Lucy in the Sky performance was probably my favorite. Great for the entire family
- Super large mixed drinks. I went to get a bottle of water, and somehow ended up also ordering a huge drink called, Strawberry Fields. So dangerous. Im no light weight by any means, but I was pretty tossed after finished that drink
- Super friendly ushers and staff
- Free upgrade. I guess they didnt sell as many tickets as they would have liked. I paid for seats on the mezzanine and got upgraded
- I love that the theater is not too far from the entrance of the Mirage. Other theaters can be such a trek from the front door of the casino, but this theater was very close to the casino entrance

Cons:
- None I can think of. 

Would I come again? Sure!"
Beatles Love,"Spectacular!!! On a whim, my wife and I decided to see Love. I am so happy that we did. It was beyond our expectations. Id go again."
Beatles Love,"Love the show. However, the beginning of the show was a bit too much. The music was way too loud. Speakers were screeching. Wanted to cover my ears but didnt. Couldnt stand the music. After the first 2 songs, everything was better. It toned down the music and show. Whew. The lighting was beautiful. The slow, melodramatic songs were great along with the cirque acts. My favorite part was the white sheet over the seats and lighted ocean scene. Beautiful. I only knew a few songs. Although, that didnt matter. If youre really into the Beatles and a fan, youll love this show! We sat in section 201 row O. I got it at a good deal through myVEGAS. The discount was half off. Paid $180 for 2 tickets for premium C level seats. Definitely worth it."
Beatles Love,The most beautiful show Ive ever seen. I live for Classic Rock and grew up on this.. But you dont have to to appreciate the greatness of this show. Its a complete MASTERPIECE. Its Art. My Husband and I have seen it twice. I loved it so much the first time I cried at the encore out of pure emotion and excitement. Oh I just love it. If it didnt cost close to 300 bucks every time we see it I could watch it over and over! But lets be real.. Your ass gunna put that 300 bucks into a Slot Machine anyway. Might as well get some memories out of it instead! Can not recommend enough.
Beatles Love,"Who doesnt know The Beatles songs.  You must be living under a rock not to know.  I still recall the moment I heard the unimaginable about John Lennon.
That being said...
I was underwhelmed. Three stars perhaps Im over Cirque shows.  The latter part of the show held my attention more:)  I anticipated more, as Ive seen other Cirque performances. An hour in and I quite frankly was ready for the show to finish up. I didnt find the acrobatics flowing smoothly while suspended above.  Lets chat about the children in the white masks, creepy. I know the amount of reviews are highly rated of this show.  More than half the theater was empty.  The entire row in front of us was vacant.  To my left our entire row was empty. The entire row behind us- yes, empty. Yet, we had two people seated right next to us.  
Indeed we inquired about spreading out a bit- absolutely not we were told.  What prompted our question was the man directly to our right spoke the entire show. Nope, not in a whisper regular speaking tone.  Heard his every word Perfectly clear over the music.  I gave him a stare down a few times and yes!  I made mention about him speaking. He clearly had the me, me, me syndrome. As did his wife, her shoes were off (no socks) and she had them hanging over the seats in front of her.  I heard more of him than the show!
Ive been in attendance for various Cirque shows from the beginning.  Yes, these have been around well over a decade. Not sure if I would give this or any other Cirque show another go around.  As you can see from my pictures, I enjoyed the gift shop! By far more entertaining:)"
Beatles Love,"This show is Massive Epic, there are no bad seats! I like to always seat in a different spot as the dynamic multimedia is experienced differently depending on where you sit. Its a visual spectacular full of eye-candy everywhere you look on stage (or off) things are happening. As the storyline progresses  so much is going on. The outfits makeup costumes and dancing was spot on, they have a phenomenal bit where skaters are doing massive trick jumps and hitting trampolines on skates, and I adored how about mid-way through all the hi-energy things slow down and these 2 amazing robotic train like items cart in candles and then they do a whole here comes the sun bit, it was Magical and sounded calming and amazing,, after which the energy went back up and there was more stunts, Aerialists , lots of dancing on the stage and ladies on really neat old-timey fur-coats that  made it look like their heads were falling off cant explain you just have to see it, and at the end, there is an Explosion of Energy that Fills the Room (literally) It starts with Fabulousness and Ends with a Bang.. this is a Must Do Show in Vegas"
Beatles Love,"Hands down my favorite Cirque show of all time. We got seats in the lower 200 section and they were perfect. Id probably even go slightly higher next time, but the theater feels pretty intimate, I dont think theres a bad seat in the house. Will be coming back again soon, there was so much to see I think this one requires multiple viewings."
Beatles Love,"Living in Las Vegas for several years and not seeing the show earlier has been a mistake. I am a Cirque du Soleil fan and have come to really love their shows, their music, and their unique experience given to their guests. The show was unlike anything else Ive ever seen from Cirque. If you are a Beatles fanYou have to see the show. Its not so much about the show as it is hearing the music in a way youll never hear it anywhere else. The easiest way to describe it is the Beatles in 3-D. The show itself is very entertaining and very trippy 60s love you have to see the show. Its not so much about the show as it is hearing the music in a way youll never hear it anywhere else. The easiest way to describe it is the Beatles in 3-D. The show itself is very entertaining and very trippy 60s.  Go see it"
Beatles Love,You will have an amazing time even if you are not a Beatles fan.  My wife never heard of the Beatles and really enjoyed the experience. The production value was as even higher than I expected and I expected a lot. It was more engaging than I knew was possible and had a fun play with the songs. A must see for any Beatles fan and a worthwhile visit for everyone else.
Beatles Love,"With everything I have, I urge you: as musicians, as human brings, if you possibly can see this show, then GO! 

So beautiful, artistic, athletic, aesthetic... I was utterly transfixed. 90 minutes passed in a single blink. My friend and I literally sat on the edge of our seats. We laughed. We sobbed. We sang along. 

Take your beloved (or, failing that, your bestie) and GO!"
Beatles Love,Cirque du Soleil never disappoints! The music and times of the Beatles taking you on a psychedelic adventures. Youll be trippin to the sounds and sights of the 60s
Beatles Love,"Help!!  All You Need Is Love!  The Beatles LOVE Show-My all time favorite show on the strip. I have been to this show over 5 times and every time I see something new. So Amazing!! I Love It!!!

This show is located at the Mirage Hotel Casino. Featured in the movie Vegas Vacation This is where the Love show is at and the ambience is casual and cool.

I recommend getting there at least 30mins. early. That means you have given the ushers your tickets and you are deciding on what drink to get. I recommend Here comes the sun a tequila sunrise in a commemorative Beatles Cup a bit pricey like $20 or around that. You get a nice size drink and what the hay have something to remember the show by in addition to all the very cool memories. Plus the show is over a hour long and you might get thirsty.

This show has amazing energy and so many fantastic trapeze artists and acrobatics going on that you are bound to be smiling from ear to ear or be in complete awe for sure. Of course you will hear the Beatles music being played the entire time,but it is not being done by impersonators. The music is playing and the performers are putting on short stories, acts if you will. Cirque du Soleil is so amazing in almost everything they do in this show. With top notch performers it never disappoints. 5 star show :) Yay!!

 I cant wait to see the show again :) Now,every time I hear a song by the Beatles, I can picture the show and what was being done during that song. *smile... Ahh good times. 

We have been to Zumanity which was OK. I wouldnt go again, it just was not my thing. Mystere just irritated me with the big guy dressed like a baby. I dunno, I found it weird, grown man babbling like a baby in baby talk ,ugh, annoyed me and a waste of my time.*sigh Oh well to each their own, I guess.

In Las Vegas or coming to Las Vegas? Please check the times and schedule of The Beatles LOVE show as the performers do need their rest and take breaks. You will not be disappointed. Great energy, great fun. Have fun. Enjoy!!"
Beatles Love,"This show is a must for any Beatles fan! I watch LOVE everytime I go to Las Vegas. Incredible show with Beatles music set to a dream like theatrical, acrobatic, cinematic and whimsical imagery. It always brings me to tears when they play the song, something. It is quite magical. The theater is circular and the stage is in the middle so every seat provides a wonderful view. Treat yourself to this memorable experience... You will fall in love all over again with the Beatles..."
Beatles Love,"I cannot say enough about how amazing this show is! Its loud, its powerful, emotional, beautiful, reminiscent, colorful, psychedelic, you name it. We saw it when it first came out, and again this year with our kids. They were in awe! And are now fans of Beatles music. Best show ever. Highly recommend"
Beatles Love,"I have seen most of the Vegas Cirque du Soleils over the years and have thoroughly enjoyed all, but one of them.....the The Beatles LOVE is not that odd one. Although not as large scale a stage as the likes of CDSs such as O LOVE was no less fun, high energy, colorful, and exciting to watch. There were such awesome stage technology, character performances, and Beatles music.....oftentimes heart pounding.....wait a minute, that couldve been the awesome sound system you could actually feel in pounding on your chest. The performers were so incredibly skilled with every acrobatic and dance move that it just keeps you awed throughout. 

For those who thought there was no story line to this performance probably dont understand what the the production is all about. Its not a literal story like you may see at a movie. Its an artistic and loose interpretation of the Beatles life and times. Just because an abstract painting by Van Gogh doesnt look like a Mona Lisa doesnt mean it has no meaning or story behind it. Every work of art has a meaning behind it and CDSs The Beatles LOVE production is no different.

I had actually wanted to watch the show the day before and had asked our hotel concierge for help with the tickets. However, we were a bit too late and the prices were rather high just a few hours before the performance. According to him, prices will typically go up the closer it gets to the performance time. So we opted to go watch the show the following night. We had reserved a balcony seat for just over $100, but when we got to the theater, we were met at the door by the usher who informed us that they had closed the balcony section and that we would be re-seated at a much better seat closer to the stage....wow....a $200 seat for $100!.....then again, I have seen this done before when there are plenty of empty prime seats to fill.....our view of the stage and performance was absolutely awesome as we were literally just feet from the stage and could watch every detail up close. The only problem I had was that there is very little leg room for taller people and I was a bit uncomfortable with my knees pressing up against the back of the seat in front for the 1-1/2 hour performance.

The entire cast of characters, performances, effects, music all literally made me feel like I was in a dream. In fact, although Id never tried this it myself, I can only just imagine that this is precisely how it feels to be high on magic shrooms without actually having taken the stuff :)"
Beatles Love,"More like 3.5 Stars, and yes Im a Beatles fan. I was around to see them perform on the Ed Sullivan Show with my parents and 3 brothers. You could have called us The Black Beatles back in the 1960s. But I dont know, this was my second Cirque du Soleil show and I guess after all the hype through the years, I thought they were more superb with the acrobatic presentations then Ive seen. 

The music selections were no problem for me, since Im quite familiar with their catalog. But like one previous reviewer stated, too much clowning and antics, after what were quite serious moments. Like their Michael Jackson show though, which I was thoroughly disappointed with, the music is the best part of the performance. And I get it with the odd costumes; think Yellow Submarine, Sgt. Pepper, Magical Mystery Tour. But still somewhat of a let down. I probably wont need to see another Cirque du Soleil show anytime in the near future."
Beatles Love,"This was such a fun Cirque show! I am a dancer so I love a good dance spectacle. This Cirque was more dance-y than acrobatic so if youre looking for more crazy tricks, then Ka and O would probably be better. However, the music and the choreography was really awesome and had several wow moments with lighting and design!

I would definitely come back and see this show again from a different seat to get a different perspective!

I highly recommend!"
Beatles Love,Growing up with grandparents from Liverpool the Beatles have always been a staple in my life. This show most certainly did not disappoint it was a great show for starters and even better because it was around some of the Beatles greatest hits. Definitely worth seeing.
Beatles Love,"At least I got to see the free technical show in the afternoon.

Listen, the show looks absolutely great.  There are stage effects that absolutely make this show one of a kind with every possible enhancement imaginable just short of holograms.  There are speakers on every seat, a million different light fixtures, and a transformer-esque stage.  If it was approved by Ringo, Paul, and the daughter of George, you know youre in for a treat.

That is.....if the price is right.

The parts that can be problematic is the pricing and the customer service.  Perhaps not everybody is on the same page when it comes to sales, availability, and simple math.

We called the box office (or what we believed to be the direct place to purchase tickets).  There was a deal that offered us 3 seats next to each other in the 50s range.  Someway, somehow, after all the taxes and fees were added (which, from rough memory, included transaction fee and 9% sales tax), the total price ended up being about $321.  No joke, although we absolutely wish it was.  Realizing that all the extra charges basically doubled the price, we asked about the breakdown of the charges.  We were immediately told that she forgot what the prices were.  So, we cancelled the whole order immediately considering we werent being given any explanation why that was the cost.  The individual on the phone with us absolutely did not want to deal with us any longer, and she told us that if we want to purchase tickets, we need to see the box office in person for them.  Way to handle the transaction, and it honestly was the critical roadblock to us from watching the actual full show.

When we got to the theater box office in person, all we were offered were tickets as cheap as $110 each before taxes and fees.  We respectfully declined and ended up watching the Baz Luhrman show at The Mirage, which I think we enjoyed much more, given the circumstances.

So, the lesson to be learned at this moment in time concerning show ticket-shopping is that you will likely need to sit down and have a calculator ready when figuring out pricing because even the very ones who have control over what you pay will absolutely up-charge you without giving you an explanation.  But then again, thats Vegas for ya.

But there are ways to lessen the financial trauma.

1) If you happen to play the MyVegas game app through Facebook, you may unlock the deal for 50% off 2 regular tickets to the show for a mere 5000 loyalty points.  Once purchased, you are given a code to use at purchase online.  (And you must use this for online purchases, NOT at the box office in person.)
2) Costco offers e-gift cards on their website and/or mobile app.  For $80, you get $100-worth towards the purchase of tickets.  However, once you activate them, you will run into some complications if you happen to need to return them.

But in any case, dont even try to purchase tickets if youre on a tight budget."
Beatles Love,"Im a Beatles fan but this show was pretty boring. Luckily I attended for free, but if I had to pay for it it wouldnt be worth it."
Beatles Love,I LOVE Love! I was in Vegas a couple of weeks ago and went to see it for a second time. It was even better the second time around. There is so much to take in that I needed to see it again. The music and the show is perfectly choreographed. Its a feast for the senses. Everyone should see it once.
Beatles Love,"Cirque shows are always impressive and The Beatles LOVE does not disappoint. A phenomenal show with crazy-talented performers all set to some of the best music ever written and performed. My only issue was with the the people sitting behind us who talked throughout the entire show, and not about the show. Im guessing they must have had free tickets since they couldnt care less the show, nor being courteous to the people around them."
Beatles Love,"Easy....I love easy!!  I went on Vegas.com to find tickets for the Love - Cirque de Soleil show - found the seats I wanted at a reasonable price, Paid....went to the show...showed my tickets from my phone...bought some snacks...got to my seats...and Voila...enjoyed the show.  Found out later..I paid $50 less per ticket than my friend for tickets the next night.  Dont know where they bought theirs from but Vegas.com was a good purchase.  Seamless experience...will definitely use again when Im back in Vegas."
Beatles Love,"We loved the show!!, highly recommend it! Come early and watch the volcano at the mirage too!!"
Beatles Love,"Its swell.  But if you have very high expectations, lower them a bit and youll be happier.  

The show is lighter on jaw-dropping acrobatics than Cirque is famed for.  And it doesnt have much of a focus--most of the time theres so much happening on stage that its not clear what to focus on.  In the end it probably doesnt matter--the show leans heavy on the charm of the music and the Beatles chatter.

A friend of mine loved it because it allowed her to pretend she was at a Beatles concert.  I liked how they mixed all the songs and tidbits from various outtakes into one 90-minute flow. 

There are no bad seats, probably, but there are better seats than others.  My guess is the closer you are to the middle, or front-middle, the better.  If youre too close to the stage, you may be too close to get the effect of all the synchronization between the cast.  If youre too far, its fine, but you may lose out on some detail.  The middle seems to be a sweet spot."
Beatles Love,"I was nearly pulling my hair out trying to decide what Cirque du Soleil to see. Im convinced there are a lot of great options but had an inkling as someone who grew up with the Beatles, Id like this one. (I wouldnt say Im a die hard fan, but Ive heard many of these tunes more than 100 times, for sure.)

I agree with some of the reviews that there was a balance between dancing vs. acrobatics, but both were done very well. Some segments were perhaps a bit more mesmerizing, like Lucy in the Sky with Diamonds, but the whole show is very well choreographed. 

Im not sure I followed the story very well - is there a story? - but there are definitely some moments that are beautifully portrayed, like Lennons death. 

Luckily, no one around me was singing. (It was a concern of mine!)

No regrets in my decision to see this one. It sounds like this one is quite unique."
Beatles Love,"Most popular show in Vegas is hosted at The Mirage. This hotel is a Vegas icon because it was developed by Steve Wynn in 1989 which at the time was the largest hotel in the world. 

Alright onto the show itself, heres the the price breakdown of seats:

$196 Category A: Section 200s (first row K)
$168 Category B: Section 200s (middle rows)
$141 Category C: Section 100s (lower rows)
$113 Category D: Section 200s (last row R and S) and section 300s. 

Based on the pricing chart, MGM thinks section 200s has the best seats. Also never pay full price on a show. Check Mlife, Tix4Tonight, and coupons for deals. 

Its not like a NBA game where the lowest seats are the better seats. Alright m love?"
Beatles Love,"Its.. Okay. I love the Beatles, but I felt this show was like going to an old laser light show at the planetarium. Just music and a bunch of things dancing around.

There was not enough cool cirque stuff in this show, and too much dancing.
The production does not have nearly the wow factor from a technical standpoint, and the human talent did not have enough wow to make up for it.
So, you get an over priced, dance number, with a few acrobats thrown in.
Go see KA. Or O

There is also one character in Love that looks like Dr. Evil, and it makes no sense, is distracting, and in almost every scene."
Beatles Love,We came to Beatles Love for our anniversary date night.  Cirque and The Beatles whats not to love?  This was my first time seeing the show.  I know a few friends who are not happy with the updates to the show recently.  Since I didnt have anything to compare it to I wasnt disappointed.  I loved the show from start to finish.  You dont have to be a super fan to enjoy this show.  I like The Beatles but pretty much know the hits.  They did a great job.  Typical Cirque show where so much is going on.  Amazing stunts and beautiful imagery.  I think unless you really dont like The Beatles music will you enjoy this show.  I was a little distracted by the sheets of fabric separating the audience.  Eventually they came down but they blocked our view for a portion of the show.
Beatles Love,This was one of the very best live performances I have ever experienced.  The theater was actually designed for this show and it was spectacular.  My wife and I loved it!  You dont have to be a hardcore Beatles fan to love this.  I cannot recommend it high enough!
Beatles Love,"This show has been revamped. While it is still a really good show, it was much more superficial than the original show. Like so many prominent Las Vegas shows, they seem to be changing to entertain at the lowest common level of the culture. The original show was emotional and had depth. This one, not so much. If there was a story, it was impossible to follow. The music was great, and so was the dancing and acrobatics. The first time I saw it, I couldnt wait to come back. That was years ago. This time, even though it was fun, I couldnt imagine spending big bucks to see this show again."
Beatles Love,"Wow, what can I say without giving the show away?

I am aware of the Beatles and their contribution to pop culture, but was never a follower. The way they blend all generations through aerial acrobatics, costumes, props, and blend of musical hits is brilliant!

Theres no bad seat in the house, we sat in section 207. Though we missed out on some of the interaction between the stage actors and props, we had a nice view of the entire integration of acts.

Everyone should go see this CDS show! Weve been to Zumanity and Ka, and this is by far our favorite!"
Beatles Love,"Absolutely amazing show! I wish there would have been more acrobats like the O we had seen the day before, but the costumes were amazing and the setup of the stage was perfect to be able to see at every angle."
Beatles Love,"Beatles, Im there.  Cirque du Soleil, Im there.

Ive been to 6 different shows over the years, and Ive seen my last Cirque du Soleil show.  Not that I didnt like the music (although not live where others Ive see are), and not that I didnt appreciate the effort - great choreography, set design, and elaborate stunts and dancing.  In fact, there were a few moments where I said wow.  But it wasnt enough.  Frankly, I was just underwhelmed.

I dont get the clowning around mixed in with the serious.  Enough."
Beatles Love,"Definitely an entertaining show.  This was my 2nd time and I enjoyed it as much as the first time (its been a few years).   My friends also enjoyed it.  Seats were 4th row from the back but the theater is not that large so the views are still good.   Theres a short segment of the show where many people in the audience cannot see the performers (a large piece of material is billowing above their heads, blocking their view).   Our seats were just high enough so we could see over the fabric- it was a very interesting perspective so Im glad we were in those seats."
Beatles Love,"Ive obviously never been to a terrible Cirque show, but now I have been to another average show. 

Our Concierge prefaced the ticket purchase with the statement: This show is a busy body, that I can say for sure. Well, she wasnt joking, but I will get to that in a moment. 

As you walk up to the theater, in the circa 1994 hotel and casino that is The Mirage, you can see that money was spent on this theater and this Cirque production. The UK flag on the ceiling, as you approach the theater, and the shiny color changing lit up floor. Spectacular!!! The photo shoot that each guest has a chance to take part in, before you head inside? Smashing!!!

I do not reveal spoilers, even if a show has been in production for over a decade. I respect the Cirque experience and I want each ticket holder to be surprised when the show begins.

That said, this show was more musical than the standard Cirque acrobatic performance and thats fine. I just dont think The Beatles are my thing and that likely has more to do with my age group than anything else. I was a stoner, but the kinda stoners I ran with were more consumed with The Doors, Jimmy and Janis than The Beatles. 

I wanted to checkout an alternative Cirque production, but Michael Jackson was dark the days we were in town. LOVE was good, just not my cup of tea."
Beatles Love,This was seriously such an amazing show. We sat all the way to the top and had the most amazing time. I didnt feel like we missed out on a single thing. I may sound a little exaggerative because this was the first Cirque Ive ever seen but my boyfriend and I were just so amazed at every part of the show. The effects were awesome! The sound was super good it sounded like the speakers were right next to us (not in a bad way). It really truly felt like each Beatle was there with us. I would highly highly recommends his show to any Beatles fan out there!!!
Beatles Love,Fabulous show! So visually stimulating that my eyes didnt know where to look. The music was of course great. Just the right volume. The seating was perfect no matter where you are. There is one particular scene that I think benefits you if youre up high in the cheap seats. Although Ive never seen it from a lower perspective. We bought our tickets 3 months in advance and paid about 83 per ticket. Well worth it.
Beatles Love,This was absolutely fabulous. The tricks and dancing the music the atmosphere totally phenomenal
Beatles Love,This show is just amazing and entertaining.  Could not contain my excitement. Just pure fun. If ever youre in vegas this is a must see. I would watch it over and over again.
Beatles Love,"It has taken me TEN LONG YEARS to FINALLY see this, and it was spectacular, phenomenal, and so artistically creative.  WOWWWWWWWW!!!  Interesting to me that some Yelpers were disappointed, but they seemed to go with expectations, and the show did not reach whatever their expectations were.  Im amazed that after 10 years of this show being in existence that I didnt know anything about it, but I didnt, and I walked into the theatre-in-the-round with zero expectations.  Maybe thats better.  I dont know.  All I do know is that it was fantastic, wonderful, and when it was over, I teared up.  Seriously.  I just didnt want it to end.  My brother had been bugging me for all 10 years to see this show because he knows what a huuuuuuuuuuuuuuge Beatles fan I am, and someone like me needed to see this show.  I now know why.  I want to see it again.  And again.  And again.  It was just so good.  Let me sum it up this way..... my daughter said she had ALMOST AS MUCH fun watching ME (and my husband) and our reactions as she had watching the show itself.  We, and especially I was like a kid in a candy store, and my exuberance, elation and sheer joy was very pure and child-like ....... in a good way, of course.  For all of you out there who havent seen it and want to / intend to...... I can tell you there isnt a bad seat in the house, and you will see from wherever you are sitting.  If you love the Beatles, seeing this show is a MUST.  TRUST ME ON THIS.  One last thing... you CAN take photographs...... you cant videotape, but still shots were allowed."
Beatles Love,"Another great show in the Cirque collection of shows. Beatles Love definitely has its own unique elements from the other shows. 

The theatre is round so that all seats are surrounding the stage. It didnt seem like there was a bad seat in the theatre except for maybe the couple of rows closest to the stage. The stage was uniquely shaped with moving parts to recreate the shape of the stage frequently. 

This is a Beatles show so obviously there is great music. The costumes were great and true to the era of Beatles music. The performers were energetic and came together for a great show. Every act included perfectly coordinated dancing which was fascinating. There werent any dull moments. 

One of the unique elements of this show was the audience interaction. I wont give away details to make it more fun for those that havent seen the show, but there are some fun ways that the audience is made to feel included. 

Since most of the Cirque shows include spectacular physical stunts it should be noted that this show includes very little of that. Beatles Love focuses more on dancing and music than the typical awe of Cirque shows. Its truly a great show, but it could be disappointing for those looking for the awe they experienced at shows like Ka."
Beatles Love,Incredible show. Im not a big Beatles fan but I can tell you from start to finish this show was great
Beatles Love,"I like Cirque shows, and I thought this one was pretty good. This show is a bit different than most of the other Cirque shows. They heavily use projections on the screen, but the effects are pretty nice.

There are some acrobatics here but I felt like a lot of the show was a mob of people on the stage running around dancing. It follows the rise of the Beatles to international fame, but theres a little bit of dialogue (by the Beatles themselves? Or impersonators) over the loudspeaker.

Theres one really cool scene that involves a gigantic sheet. For this reason, I recommend sitting in the back row to view the whole effect.

They play a bunch of different Beatles songs obviously so its a nice throwback to this wonderful band."
Beatles Love,"Amazing! This is my third Cirque du Soleil show Ive watched and they never disappoint. The staging, lights, and costumes made such an impact. And of course, its pretty much a sing along performance. What a great way to express the music and story of The Beatles."
Beatles Love,"LOVE is not your typical Cirque show.  I can understand why some people give it bad reviews.  The mystique, the stunning acrobatics, etc you expect with a Cirque show are not there.  I have to admit I enjoyed KA more, but this is a different experience. 

First and foremost, this show is a celebration of the Beetles.  If you love their music, youll love this show.  Although this show probably caters to an older generation, this show made me appreciate the music of the Beetles. It leaves a lasting impression on you and did a great job of interpreting their music into art/dance.

I enjoyed the show, there are some magical moments but a lot of it is just dancing.  I read a disappointed review of how this show looked like a high school musical.  Its partly true.  The show kind of tracks the evolution of Beatle music and does a great job of visually expressing some of their more psychedelic songs.

The Dolby sound is perfect, you do hear the Beatles in all their glory and the show got me tapping along.    

Final tip - there are no bad seats in the house."
Beatles Love,"BANANAS good.

This show is like seeing that very first Cirque show you ever saw. I have seen many - and was starting to think they were getting a bit complacent that they were sorta all the same.  THIS ONE was my favorite of all of them. I bet you could see it 10 times in a year and still love it - you would have to sit in different seats b/c they all have a unique perspective.

I cant describe it - just go. I cant help! (HA HA) but think that John Lennon would have loved it!"
Beatles Love,"This show is AMAZING!  I LOVE the Beatles, grew up on them...my folks had a lot of the albums.  My husband was cracking me up reading me some of the bad show reviews written by people that dont like the Beatles - why the hell would you come to this show if you dont like the Beatles?!? 

We came the day before to pick up our tickets, take pictures and shop in the gift store. And were extremely proud of our shrewd strategy since the night of the performance everything was a bit crowded. I had an awesome moment at the snack bar when dude asked me if I wanted a double wine in my commemorative Beatles plastic tumbler. Oh my, yes!  Who can refuse a Big Gulp of wine? Not I.

The show blends music, Beatles conversations, acrobatics, images and theatrics into a riveting performance.  It was especially sweet that there were two little kids sitting behind us so we got to hear all their awestruck comments and glee.  And they had little English accents - so cute!

$170.50 got us really good seats with a great view of everything. But the show was definitely not even close to sold out, so they may want to consider lowering the prices a bit to pack the house? 

Loved the show and I highly recommend it to anyone who is a Beatles fan!!"
Beatles Love,We have seen them all and had high hopes for this especially given the content that they could draw from...fell short of the other shows in Vegas...other than the songs we were hard pressed to see the connection with the Beatles!
Beatles Love,Great show! Kid friendly! Music is great! Performance is great! No lulls in this show! Every seat in the house is great! No bad views!!
Beatles Love,WOW! This show was AMAZING! Thanks to everyone who put this wonderful production together. It made our special occasion an over the top experience. Definitely the highlight of our trip! It is an absolute spectacle. So many great performers and visual effects. Listening to the music of one of my all time favorite bands the whole time was the cherry on top. Sitting in the front row definitely made us feel part of the show. We loved the interactive performers/parts. This was the first  Vegas show for everyone in our party. We all want to see every cirque du soliel show now.
Beatles Love,"If you are a Beatles fan with 110 minutes and dollars to blow, all you need is LOVE.  

Ive gone twice, so I know that the cheapest seats on the very top are just as good if not better than the other seats.  Sit here, there, or everywhere-  but I prefer the top seats, which happen to be discounted.  Money CAN buy you Love.

The star of the show is the Grammy-winning mash-up soundtrack and production values.  Youll dig it."
